,date,County,county_fips,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count
60126,2020-11-01,rutherford,37161,287250.0,176.0,68.0,92.0,0.0,44.0,1695.0,407824.0,344.0
60154,2020-11-01,granville,37077,291995.0,69.0,50.0,32.0,0.0,8.0,1905.0,334850.0,101.0
60192,2020-11-01,wilson,37195,187400.0,95.0,42.0,92.0,0.0,16.0,1988.0,283738.0,249.0
60233,2020-11-01,franklin,37069,317977.0,125.0,37.0,68.0,20.0,28.0,2180.0,320473.0,217.0
60254,2020-11-01,rowan,37159,242900.0,192.0,44.0,100.0,4.0,52.0,1803.0,335831.0,407.0
60285,2020-11-01,onslow,37133,240200.0,551.0,58.0,396.0,52.0,76.0,1811.0,349433.0,1735.0
60296,2020-11-01,pamlico,37137,334900.0,94.0,104.0,16.0,0.0,12.0,1847.0,482242.0,131.0
60394,2020-11-01,hertford,37091,149950.0,33.0,96.0,4.0,0.0,0.0,1956.0,187856.0,44.0
60423,2020-11-01,wilkes,37193,359900.0,110.0,87.0,40.0,0.0,20.0,2040.0,459389.0,208.0
60508,2020-11-01,martin,37117,129700.0,33.0,96.0,8.0,0.0,8.0,2136.0,164233.0,50.0
60553,2020-11-01,new hanover,37129,405950.0,792.0,57.0,444.0,32.0,220.0,2152.0,687584.0,1821.0
60556,2020-11-01,chatham,37037,567000.0,204.0,60.0,68.0,8.0,24.0,3279.0,645150.0,297.0
60565,2020-11-01,bertie,37015,120000.0,23.0,149.0,4.0,0.0,4.0,1647.0,251430.0,33.0
60592,2020-11-01,graham,37075,279500.0,57.0,104.0,12.0,0.0,0.0,1824.0,485499.0,75.0
60632,2020-11-01,madison,37115,469111.0,70.0,83.0,28.0,0.0,4.0,2090.0,596462.0,112.0
60649,2020-11-01,tyrrell,37177,241750.0,11.0,103.0,0.0,0.0,0.0,1696.0,248132.0,14.0
60659,2020-11-01,harnett,37085,272450.0,278.0,47.0,188.0,8.0,44.0,2300.0,289677.0,598.0
60700,2020-11-01,yadkin,37197,169000.0,25.0,47.0,20.0,0.0,8.0,1814.0,283874.0,64.0
60703,2020-11-01,alamance,37001,297300.0,315.0,34.0,312.0,24.0,92.0,2072.0,350751.0,782.0
60718,2020-11-01,stokes,37169,289450.0,51.0,119.0,16.0,0.0,8.0,4453.0,417766.0,105.0
60755,2020-11-01,washington,37187,194900.0,25.0,209.0,0.0,0.0,0.0,2074.0,243084.0,39.0
60762,2020-11-01,camden,37029,339950.0,57.0,67.0,12.0,0.0,4.0,1890.0,361554.0,79.0
60764,2020-11-01,scotland,37165,201950.0,33.0,67.0,16.0,0.0,4.0,2100.0,195143.0,73.0
60931,2020-11-01,halifax,37083,123900.0,121.0,63.0,32.0,12.0,8.0,1504.0,251587.0,213.0
60953,2020-11-01,catawba,37035,340700.0,226.0,39.0,152.0,4.0,56.0,2331.0,423450.0,425.0
60972,2020-11-01,avery,37011,319000.0,68.0,61.0,16.0,0.0,8.0,1965.0,719913.0,116.0
60999,2020-11-01,montgomery,37123,149000.0,11.0,31.0,8.0,0.0,4.0,1209.0,136118.0,23.0
61015,2020-11-01,jackson,37099,524500.0,358.0,101.0,84.0,12.0,40.0,1926.0,837721.0,530.0
61059,2020-11-01,currituck,37053,432000.0,261.0,63.0,108.0,40.0,16.0,2637.0,701478.0,526.0
61076,2020-11-01,lincoln,37109,360337.0,216.0,55.0,84.0,16.0,28.0,2337.0,424766.0,377.0
61120,2020-11-01,bladen,37017,185950.0,46.0,147.0,8.0,0.0,4.0,1754.0,421391.0,71.0
61164,2020-11-01,forsyth,37067,313280.0,599.0,52.0,488.0,16.0,124.0,4738.0,402703.0,1753.0
61172,2020-11-01,duplin,37061,169950.0,56.0,91.0,12.0,0.0,4.0,1846.0,225852.0,113.0
61186,2020-11-01,pasquotank,37139,225000.0,77.0,62.0,48.0,0.0,8.0,2004.0,254311.0,169.0
61252,2020-11-01,davidson,37057,232450.0,150.0,41.0,128.0,4.0,24.0,2177.0,283415.0,414.0
61273,2020-11-01,cleveland,37045,205000.0,90.0,37.0,80.0,0.0,20.0,1655.0,282363.0,205.0
61276,2020-11-01,pitt,37147,284700.0,189.0,46.0,136.0,24.0,44.0,2416.0,347698.0,664.0
61326,2020-11-01,durham,37063,378749.0,449.0,54.0,328.0,36.0,120.0,1944.0,491755.0,800.0
61336,2020-11-01,yancey,37199,349000.0,178.0,137.0,28.0,0.0,24.0,1782.0,544640.0,248.0
61361,2020-11-01,perquimans,37143,348250.0,51.0,101.0,12.0,0.0,0.0,2382.0,386845.0,80.0
61366,2020-11-01,union,37179,390256.0,281.0,50.0,228.0,44.0,56.0,2618.0,556299.0,620.0
61378,2020-11-01,cabarrus,37025,326950.0,241.0,32.0,240.0,20.0,80.0,2099.0,386557.0,524.0
61386,2020-11-01,polk,37149,599000.0,95.0,103.0,32.0,0.0,8.0,2400.0,704304.0,163.0
61439,2020-11-01,orange,37135,525000.0,196.0,49.0,100.0,8.0,40.0,2779.0,636454.0,351.0
61477,2020-11-01,robeson,37155,154900.0,93.0,71.0,48.0,4.0,20.0,1790.0,198366.0,191.0
61482,2020-11-01,gaston,37071,283500.0,302.0,37.0,292.0,52.0,80.0,1824.0,327662.0,645.0
61492,2020-11-01,northampton,37131,245000.0,26.0,86.0,8.0,0.0,4.0,1949.0,399739.0,41.0
61521,2020-11-01,buncombe,37021,474700.0,792.0,72.0,312.0,20.0,220.0,2020.0,692899.0,1400.0
61550,2020-11-01,davie,37059,238450.0,96.0,69.0,44.0,4.0,16.0,2492.0,369400.0,201.0
61628,2020-11-01,nash,37127,239900.0,137.0,43.0,100.0,4.0,20.0,2010.0,299529.0,313.0
61658,2020-11-01,sampson,37163,260000.0,60.0,105.0,12.0,0.0,12.0,2663.0,411693.0,103.0
61710,2020-11-01,henderson,37089,457500.0,358.0,80.0,128.0,16.0,88.0,2312.0,702032.0,658.0
61809,2020-11-01,anson,37007,144895.0,20.0,92.0,4.0,0.0,4.0,1667.0,199279.0,38.0
61845,2020-11-01,richmond,37153,129000.0,69.0,71.0,28.0,0.0,12.0,1793.0,233817.0,118.0
61895,2020-11-01,surry,37171,245950.0,103.0,59.0,48.0,0.0,28.0,2343.0,348037.0,190.0
61942,2020-10-01,stokes,37169,319900.0,55.0,100.0,28.0,4.0,12.0,4453.0,447447.0,93.0
61961,2020-10-01,franklin,37069,300000.0,142.0,28.0,120.0,12.0,32.0,2109.0,318671.0,233.0
61975,2020-10-01,yadkin,37197,175000.0,26.0,62.0,20.0,0.0,8.0,3405.0,303802.0,47.0
62003,2020-10-01,swain,37173,329000.0,102.0,93.0,24.0,0.0,12.0,2182.0,486229.0,119.0
62024,2020-10-01,lincoln,37109,360000.0,233.0,46.0,132.0,108.0,60.0,2378.0,429972.0,416.0
62084,2020-10-01,beaufort,37013,269900.0,120.0,107.0,52.0,0.0,28.0,2121.0,317022.0,226.0
62092,2020-10-01,nash,37127,239900.0,143.0,37.0,116.0,12.0,20.0,2004.0,301694.0,336.0
62106,2020-10-01,iredell,37097,349900.0,413.0,43.0,240.0,156.0,92.0,2478.0,533345.0,827.0
62110,2020-10-01,alamance,37001,285757.0,340.0,32.0,356.0,32.0,80.0,2086.0,341812.0,614.0
62230,2020-10-01,moore,37125,345000.0,380.0,57.0,220.0,36.0,68.0,2500.0,441790.0,863.0
62260,2020-10-01,robeson,37155,148000.0,114.0,65.0,40.0,0.0,28.0,1750.0,191818.0,224.0
62266,2020-10-01,hertford,37091,141500.0,37.0,136.0,8.0,0.0,0.0,1870.0,166844.0,47.0
62301,2020-10-01,graham,37075,295000.0,58.0,95.0,8.0,0.0,4.0,1824.0,491677.0,77.0
62318,2020-10-01,duplin,37061,199900.0,62.0,69.0,28.0,0.0,8.0,2000.0,236225.0,113.0
62368,2020-10-01,transylvania,37175,545000.0,189.0,70.0,72.0,4.0,36.0,2330.0,840620.0,327.0
62421,2020-10-01,forsyth,37067,312280.0,662.0,48.0,564.0,52.0,200.0,3608.0,398951.0,1086.0
62438,2020-10-01,perquimans,37143,348500.0,61.0,86.0,12.0,0.0,4.0,2356.0,380953.0,94.0
62458,2020-10-01,chatham,37037,590000.0,216.0,68.0,88.0,4.0,56.0,3293.0,668747.0,340.0
62481,2020-10-01,montgomery,37123,159000.0,11.0,90.0,8.0,0.0,0.0,1303.0,184283.0,23.0
62539,2020-10-01,caldwell,37027,269900.0,83.0,44.0,56.0,0.0,24.0,2130.0,335559.0,163.0
62627,2020-10-01,jackson,37099,499900.0,402.0,99.0,108.0,12.0,52.0,1897.0,799098.0,600.0
62654,2020-10-01,lee,37105,269900.0,105.0,42.0,124.0,16.0,28.0,2296.0,314022.0,328.0
62674,2020-10-01,madison,37115,429500.0,69.0,78.0,20.0,0.0,12.0,2110.0,534660.0,109.0
62682,2020-10-01,bladen,37017,199900.0,50.0,187.0,8.0,0.0,4.0,1850.0,423559.0,78.0
62695,2020-10-01,pender,37141,339900.0,214.0,67.0,100.0,32.0,36.0,2423.0,376625.0,493.0
62710,2020-10-01,mcdowell,37111,349000.0,95.0,66.0,36.0,4.0,20.0,2225.0,464627.0,171.0
62805,2020-10-01,cumberland,37051,199900.0,433.0,45.0,484.0,28.0,116.0,1950.0,243294.0,1442.0
62806,2020-10-01,washington,37187,189900.0,28.0,171.0,8.0,0.0,4.0,2008.0,229559.0,46.0
62818,2020-10-01,catawba,37035,329900.0,203.0,37.0,188.0,24.0,72.0,2336.0,430747.0,428.0
62832,2020-10-01,alexander,37003,329900.0,35.0,44.0,20.0,0.0,8.0,2204.0,418412.0,70.0
62882,2020-10-01,greene,37079,124900.0,12.0,44.0,4.0,0.0,4.0,1905.0,110183.0,18.0
62897,2020-10-01,cherokee,37039,274900.0,215.0,59.0,124.0,0.0,56.0,1852.0,316512.0,531.0
62928,2020-10-01,rockingham,37157,184900.0,117.0,57.0,84.0,4.0,24.0,4896.0,264717.0,213.0
62951,2020-10-01,dare,37055,539000.0,479.0,74.0,208.0,12.0,96.0,2300.0,694247.0,940.0
62984,2020-10-01,new hanover,37129,415000.0,816.0,56.0,524.0,80.0,236.0,2240.0,677136.0,1947.0
63021,2020-10-01,caswell,37033,235000.0,27.0,81.0,8.0,0.0,0.0,1960.0,374021.0,38.0
63034,2020-10-01,avery,37011,450000.0,80.0,91.0,28.0,0.0,16.0,2144.0,881422.0,132.0
63049,2020-10-01,surry,37171,258000.0,99.0,50.0,48.0,0.0,40.0,2343.0,345541.0,152.0
63056,2020-10-01,pasquotank,37139,242700.0,86.0,67.0,56.0,0.0,4.0,2147.0,255500.0,170.0
63066,2020-10-01,sampson,37163,265000.0,62.0,77.0,12.0,0.0,8.0,2617.0,412662.0,98.0
63126,2020-10-01,martin,37117,125000.0,36.0,93.0,12.0,0.0,8.0,2075.0,166619.0,54.0
63136,2020-10-01,gaston,37071,284000.0,333.0,39.0,296.0,88.0,104.0,1947.0,321080.0,698.0
63204,2020-10-01,bertie,37015,99000.0,25.0,141.0,4.0,0.0,4.0,1564.0,240318.0,32.0
63292,2020-10-01,cabarrus,37025,324900.0,234.0,38.0,256.0,44.0,92.0,2272.0,390989.0,546.0
63315,2020-10-01,brunswick,37019,349900.0,1123.0,67.0,556.0,112.0,248.0,2062.0,479913.0,2429.0
63317,2020-10-01,haywood,37087,389900.0,269.0,68.0,140.0,4.0,100.0,2172.0,548656.0,495.0
63324,2020-10-01,currituck,37053,429000.0,323.0,78.0,148.0,24.0,32.0,2644.0,668318.0,634.0
63330,2020-10-01,northampton,37131,175000.0,23.0,106.0,12.0,0.0,0.0,2006.0,346091.0,43.0
63340,2020-10-01,stanly,37167,280000.0,147.0,75.0,68.0,4.0,36.0,2074.0,390065.0,252.0
63389,2020-10-01,onslow,37133,236500.0,570.0,53.0,524.0,52.0,96.0,1828.0,348131.0,1771.0
63464,2020-10-01,guilford,37081,299900.0,754.0,39.0,728.0,64.0,188.0,2050.0,396980.0,1328.0
63619,2020-10-01,orange,37135,519000.0,216.0,57.0,148.0,8.0,68.0,2778.0,623077.0,370.0
63665,2020-10-01,granville,37077,300000.0,62.0,65.0,40.0,8.0,16.0,1939.0,364851.0,105.0
63702,2020-10-01,hyde,37095,430000.0,37.0,98.0,0.0,0.0,0.0,1561.0,424626.0,46.0
63717,2020-10-01,craven,37049,234000.0,283.0,63.0,196.0,28.0,60.0,2042.0,312878.0,683.0
63727,2020-10-01,macon,37113,475000.0,310.0,50.0,124.0,0.0,48.0,1902.0,772243.0,449.0
63776,2020-10-01,edgecombe,37065,90000.0,52.0,56.0,32.0,0.0,8.0,1512.0,117297.0,99.0
63779,2020-10-01,durham,37063,377210.0,461.0,53.0,348.0,64.0,148.0,1881.0,473983.0,872.0
63788,2020-10-01,watauga,37189,619700.0,296.0,68.0,140.0,8.0,48.0,2738.0,905660.0,604.0
63829,2020-10-01,person,37145,349900.0,51.0,32.0,36.0,0.0,20.0,2164.0,440854.0,91.0
63871,2020-10-01,anson,37007,148900.0,23.0,70.0,8.0,0.0,8.0,1634.0,206880.0,44.0
63895,2020-10-01,mitchell,37121,300000.0,90.0,58.0,20.0,0.0,28.0,2112.0,421232.0,144.0
63979,2020-10-01,hoke,37093,252000.0,50.0,29.0,88.0,12.0,4.0,2100.0,247814.0,284.0
63997,2020-10-01,cleveland,37045,230000.0,89.0,30.0,64.0,0.0,20.0,1800.0,311722.0,199.0
64006,2020-10-01,columbus,37047,175000.0,86.0,87.0,28.0,0.0,12.0,1820.0,217603.0,137.0
64048,2020-10-01,wake,37183,425000.0,2333.0,50.0,1752.0,320.0,664.0,2560.0,544710.0,3985.0
64054,2020-10-01,harnett,37085,274900.0,279.0,50.0,204.0,32.0,44.0,2300.0,294804.0,617.0
64106,2020-10-01,wilkes,37193,359000.0,130.0,81.0,64.0,0.0,16.0,1992.0,442176.0,201.0
64107,2020-10-01,mecklenburg,37119,429995.0,1986.0,42.0,1680.0,272.0,756.0,2230.0,624847.0,3929.0
64113,2020-10-01,halifax,37083,142000.0,113.0,77.0,44.0,0.0,16.0,1641.0,285929.0,220.0
64151,2020-10-01,johnston,37101,269550.0,404.0,46.0,300.0,64.0,56.0,1997.0,302459.0,847.0
64225,2020-10-01,pitt,37147,278900.0,196.0,45.0,232.0,28.0,44.0,2400.0,337906.0,706.0
64250,2020-10-01,ashe,37009,299900.0,134.0,76.0,48.0,0.0,24.0,1893.0,413472.0,233.0
64252,2020-10-01,lenoir,37107,162000.0,52.0,49.0,40.0,0.0,8.0,2095.0,197178.0,132.0
64259,2020-10-01,jones,37103,168000.0,17.0,120.0,4.0,0.0,8.0,1673.0,272377.0,24.0
64269,2020-10-01,tyrrell,37177,325000.0,11.0,80.0,0.0,0.0,0.0,1210.0,263073.0,18.0
64285,2020-10-01,camden,37029,325000.0,61.0,49.0,32.0,0.0,4.0,1890.0,357529.0,85.0
64303,2020-10-01,scotland,37165,214000.0,38.0,45.0,16.0,0.0,8.0,2100.0,206398.0,80.0
64313,2020-10-01,buncombe,37021,475000.0,856.0,69.0,400.0,44.0,304.0,2088.0,699315.0,1510.0
64316,2020-10-01,union,37179,390120.0,333.0,38.0,308.0,84.0,108.0,2698.0,559470.0,705.0
64332,2020-10-01,rowan,37159,245777.0,203.0,38.0,148.0,12.0,72.0,1961.0,331644.0,440.0
64371,2020-10-01,randolph,37151,200000.0,121.0,36.0,136.0,8.0,44.0,2507.0,246810.0,239.0
64372,2020-10-01,clay,37043,344000.0,227.0,107.0,64.0,0.0,56.0,1763.0,474620.0,343.0
64401,2020-10-01,henderson,37089,450000.0,398.0,72.0,212.0,8.0,120.0,2350.0,673677.0,717.0
64459,2020-10-01,gates,37073,175000.0,15.0,83.0,4.0,0.0,0.0,1800.0,185950.0,21.0
64465,2020-10-01,rutherford,37161,299900.0,180.0,92.0,84.0,0.0,40.0,1826.0,430105.0,383.0
64491,2020-10-01,warren,37185,247900.0,13.0,67.0,12.0,0.0,0.0,2369.0,362050.0,24.0
64503,2020-10-01,vance,37181,239000.0,44.0,60.0,12.0,0.0,12.0,1970.0,349769.0,78.0
64552,2020-10-01,polk,37149,569000.0,109.0,99.0,36.0,0.0,16.0,2195.0,663013.0,192.0
64622,2020-10-01,alleghany,37005,279900.0,111.0,83.0,36.0,0.0,12.0,2116.0,332281.0,154.0
64658,2020-10-01,davie,37059,299900.0,99.0,77.0,76.0,0.0,36.0,2793.0,390135.0,146.0
64702,2020-10-01,chowan,37041,309000.0,66.0,108.0,16.0,0.0,8.0,2546.0,419110.0,106.0
64706,2020-10-01,wayne,37191,180000.0,114.0,46.0,116.0,4.0,20.0,1976.0,212798.0,309.0
64787,2020-10-01,carteret,37031,385000.0,474.0,84.0,224.0,32.0,80.0,1884.0,546423.0,959.0
64806,2020-10-01,wilson,37195,216900.0,86.0,50.0,72.0,4.0,24.0,2240.0,327091.0,263.0
64811,2020-10-01,yancey,37199,350000.0,177.0,138.0,36.0,4.0,20.0,1803.0,532319.0,263.0
64834,2020-10-01,davidson,37057,239900.0,147.0,39.0,160.0,4.0,52.0,2674.0,295244.0,305.0
64846,2020-10-01,pamlico,37137,334900.0,96.0,104.0,24.0,0.0,8.0,1949.0,480150.0,131.0
64939,2020-10-01,burke,37023,285000.0,98.0,51.0,64.0,0.0,52.0,2050.0,377779.0,180.0
64952,2020-10-01,richmond,37153,130000.0,71.0,58.0,32.0,0.0,8.0,1670.0,230320.0,140.0
65045,2020-09-01,northampton,37131,209250.0,25.0,113.0,4.0,0.0,4.0,2472.0,377830.0,48.0
65114,2020-09-01,halifax,37083,150000.0,112.0,74.0,48.0,0.0,12.0,1634.0,293400.0,225.0
65121,2020-09-01,buncombe,37021,462500.0,870.0,73.0,444.0,32.0,256.0,2112.0,685958.0,1506.0
65160,2020-09-01,transylvania,37175,560000.0,199.0,83.0,80.0,4.0,44.0,2464.0,815711.0,369.0
65194,2020-09-01,scotland,37165,204950.0,37.0,45.0,24.0,0.0,4.0,2100.0,203594.0,77.0
65291,2020-09-01,new hanover,37129,399900.0,860.0,57.0,540.0,56.0,260.0,2211.0,648341.0,1980.0
65320,2020-09-01,warren,37185,159000.0,10.0,99.0,4.0,0.0,0.0,2175.0,333005.0,25.0
65383,2020-09-01,rowan,37159,234400.0,207.0,44.0,184.0,24.0,56.0,1884.0,310326.0,435.0
65393,2020-09-01,cleveland,37045,222900.0,84.0,27.0,84.0,8.0,16.0,1800.0,307295.0,195.0
65404,2020-09-01,carteret,37031,385000.0,500.0,95.0,204.0,36.0,72.0,1920.0,547445.0,1000.0
65433,2020-09-01,hertford,37091,145700.0,37.0,117.0,8.0,0.0,0.0,1906.0,158723.0,46.0
65456,2020-09-01,hyde,37095,405000.0,37.0,112.0,0.0,0.0,0.0,1582.0,411968.0,48.0
65481,2020-09-01,wake,37183,424900.0,2366.0,48.0,1676.0,360.0,700.0,2596.0,542733.0,4081.0
65498,2020-09-01,swain,37173,342500.0,97.0,94.0,20.0,0.0,12.0,2182.0,488630.0,116.0
65561,2020-09-01,gates,37073,185000.0,12.0,60.0,4.0,0.0,0.0,1792.0,206445.0,17.0
65584,2020-09-01,ashe,37009,349500.0,139.0,95.0,64.0,0.0,16.0,2067.0,436703.0,260.0
65585,2020-09-01,dare,37055,539000.0,485.0,76.0,224.0,12.0,68.0,2384.0,678276.0,964.0
65721,2020-09-01,orange,37135,509950.0,224.0,61.0,144.0,16.0,72.0,2775.0,634016.0,385.0
65725,2020-09-01,moore,37125,344950.0,420.0,49.0,240.0,48.0,72.0,2508.0,441089.0,932.0
65805,2020-09-01,polk,37149,499500.0,114.0,97.0,48.0,0.0,24.0,2369.0,641301.0,205.0
65875,2020-09-01,currituck,37053,430900.0,386.0,85.0,168.0,92.0,20.0,2633.0,628664.0,690.0
65902,2020-09-01,granville,37077,300740.0,62.0,55.0,36.0,20.0,12.0,1935.0,356017.0,104.0
65907,2020-09-01,tyrrell,37177,327000.0,10.0,71.0,0.0,0.0,4.0,2182.0,258005.0,20.0
65908,2020-09-01,madison,37115,398800.0,80.0,108.0,16.0,4.0,12.0,2069.0,486915.0,116.0
65930,2020-09-01,yadkin,37197,217990.0,23.0,50.0,16.0,0.0,4.0,2347.0,258198.0,45.0
65983,2020-09-01,avery,37011,487500.0,91.0,91.0,20.0,0.0,8.0,2534.0,921480.0,146.0
66066,2020-09-01,edgecombe,37065,97500.0,50.0,68.0,28.0,0.0,4.0,1566.0,125830.0,92.0
66127,2020-09-01,greene,37079,99200.0,6.0,76.0,4.0,0.0,0.0,1624.0,95971.0,17.0
66141,2020-09-01,mitchell,37121,296500.0,88.0,72.0,36.0,0.0,28.0,2119.0,401597.0,149.0
66148,2020-09-01,bertie,37015,94500.0,26.0,146.0,0.0,0.0,0.0,1733.0,214518.0,35.0
66189,2020-09-01,catawba,37035,310000.0,312.0,23.0,180.0,4.0,64.0,2192.0,405351.0,688.0
66210,2020-09-01,iredell,37097,356563.0,415.0,43.0,356.0,152.0,120.0,2602.0,550977.0,873.0
66270,2020-09-01,wilkes,37193,387500.0,131.0,91.0,48.0,0.0,28.0,1997.0,460832.0,218.0
66284,2020-09-01,union,37179,402085.0,356.0,45.0,320.0,92.0,108.0,2805.0,574856.0,747.0
66334,2020-09-01,craven,37049,238389.0,299.0,73.0,152.0,28.0,88.0,2021.0,309202.0,730.0
66343,2020-09-01,randolph,37151,214950.0,134.0,49.0,108.0,8.0,36.0,3045.0,254849.0,234.0
66353,2020-09-01,nash,37127,231075.0,127.0,45.0,108.0,8.0,16.0,1905.0,291624.0,331.0
66359,2020-09-01,mecklenburg,37119,434000.0,1960.0,38.0,1748.0,288.0,672.0,2311.0,635383.0,3955.0
66367,2020-09-01,columbus,37047,156700.0,86.0,79.0,28.0,4.0,20.0,1850.0,206321.0,138.0
66397,2020-09-01,jackson,37099,446750.0,414.0,100.0,128.0,12.0,56.0,1873.0,781090.0,649.0
66418,2020-09-01,mcdowell,37111,354000.0,99.0,69.0,44.0,0.0,8.0,2225.0,456521.0,180.0
66471,2020-09-01,johnston,37101,273945.0,429.0,42.0,304.0,168.0,56.0,2073.0,307668.0,850.0
66476,2020-09-01,camden,37029,321530.0,56.0,63.0,16.0,0.0,4.0,1890.0,336657.0,79.0
66499,2020-09-01,davie,37059,252000.0,97.0,79.0,60.0,4.0,20.0,2297.0,378194.0,149.0
66506,2020-09-01,haywood,37087,384000.0,266.0,79.0,120.0,4.0,60.0,2222.0,557793.0,503.0
66566,2020-09-01,beaufort,37013,280750.0,139.0,92.0,40.0,0.0,36.0,2138.0,320425.0,236.0
66575,2020-09-01,onslow,37133,237900.0,612.0,58.0,468.0,60.0,108.0,1806.0,350559.0,1787.0
66603,2020-09-01,robeson,37155,149950.0,115.0,65.0,44.0,0.0,16.0,1850.0,204210.0,238.0
66632,2020-09-01,jones,37103,200000.0,16.0,98.0,0.0,0.0,4.0,1676.0,313440.0,25.0
66666,2020-09-01,gaston,37071,282400.0,320.0,41.0,284.0,72.0,108.0,1888.0,308977.0,701.0
66684,2020-09-01,alleghany,37005,296500.0,107.0,103.0,36.0,0.0,12.0,2206.0,344028.0,165.0
66710,2020-09-01,pamlico,37137,345000.0,89.0,163.0,20.0,0.0,12.0,1993.0,492620.0,137.0
66738,2020-09-01,chowan,37041,329750.0,68.0,186.0,20.0,0.0,4.0,2509.0,432313.0,100.0
66822,2020-09-01,pitt,37147,278450.0,213.0,53.0,232.0,20.0,56.0,2500.0,337623.0,725.0
66923,2020-09-01,rockingham,37157,222250.0,127.0,60.0,92.0,0.0,32.0,4896.0,276140.0,215.0
66936,2020-09-01,lincoln,37109,362450.0,236.0,41.0,152.0,60.0,52.0,2406.0,442879.0,423.0
66995,2020-09-01,hoke,37093,252320.0,51.0,33.0,88.0,8.0,8.0,2276.0,238059.0,292.0
67011,2020-09-01,chatham,37037,599445.0,220.0,73.0,100.0,4.0,52.0,3363.0,658836.0,338.0
67018,2020-09-01,vance,37181,282000.0,44.0,49.0,16.0,0.0,0.0,2072.0,325004.0,77.0
67019,2020-09-01,richmond,37153,149950.0,71.0,44.0,40.0,0.0,20.0,1849.0,240928.0,146.0
67032,2020-09-01,montgomery,37123,165000.0,13.0,92.0,0.0,0.0,0.0,2124.0,209677.0,24.0
67131,2020-09-01,burke,37023,277400.0,113.0,32.0,60.0,0.0,24.0,1938.0,381899.0,208.0
67168,2020-09-01,duplin,37061,203500.0,63.0,100.0,20.0,0.0,12.0,2280.0,246910.0,105.0
67179,2020-09-01,forsyth,37067,309530.0,675.0,53.0,540.0,56.0,168.0,4642.0,400012.0,1142.0
67217,2020-09-01,graham,37075,281750.0,63.0,81.0,20.0,0.0,8.0,2129.0,486121.0,84.0
67270,2020-09-01,clay,37043,346250.0,247.0,110.0,52.0,4.0,32.0,1763.0,483650.0,382.0
67307,2020-09-01,bladen,37017,197900.0,60.0,175.0,12.0,0.0,8.0,1700.0,271810.0,90.0
67320,2020-09-01,alamance,37001,299328.0,363.0,36.0,332.0,24.0,112.0,2251.0,348284.0,662.0
67337,2020-09-01,person,37145,279950.0,38.0,56.0,36.0,0.0,8.0,2397.0,386821.0,85.0
67345,2020-09-01,cumberland,37051,216950.0,467.0,46.0,472.0,52.0,108.0,2046.0,245575.0,1476.0
67361,2020-09-01,surry,37171,231000.0,101.0,57.0,56.0,0.0,40.0,2368.0,323941.0,149.0
67414,2020-09-01,watauga,37189,592000.0,339.0,91.0,220.0,12.0,48.0,2745.0,872620.0,677.0
67435,2020-09-01,anson,37007,136900.0,25.0,64.0,12.0,0.0,4.0,1460.0,185157.0,41.0
67459,2020-09-01,brunswick,37019,355000.0,1166.0,67.0,612.0,172.0,256.0,2075.0,471699.0,2497.0
67505,2020-09-01,henderson,37089,457450.0,403.0,70.0,208.0,4.0,116.0,2379.0,663612.0,753.0
67512,2020-09-01,macon,37113,458000.0,309.0,68.0,144.0,4.0,32.0,1800.0,747780.0,493.0
67531,2020-09-01,yancey,37199,351000.0,179.0,213.0,40.0,4.0,12.0,1857.0,507432.0,251.0
67532,2020-09-01,wilson,37195,234950.0,92.0,60.0,84.0,4.0,16.0,2240.0,318283.0,264.0
67592,2020-09-01,durham,37063,369900.0,504.0,48.0,400.0,56.0,160.0,1920.0,450099.0,906.0
67606,2020-09-01,pasquotank,37139,247450.0,109.0,69.0,60.0,24.0,8.0,2083.0,248381.0,199.0
67623,2020-09-01,caldwell,37027,277400.0,138.0,20.0,60.0,0.0,24.0,2127.0,329514.0,269.0
67636,2020-09-01,pender,37141,341250.0,230.0,72.0,96.0,52.0,52.0,2423.0,388398.0,506.0
67657,2020-09-01,martin,37117,129500.0,33.0,94.0,8.0,0.0,8.0,2016.0,165816.0,54.0
67696,2020-09-01,stokes,37169,312450.0,63.0,81.0,36.0,4.0,8.0,4453.0,426629.0,97.0
67700,2020-09-01,guilford,37081,328396.0,755.0,55.0,760.0,32.0,256.0,2338.0,416672.0,1351.0
67717,2020-09-01,perquimans,37143,345000.0,65.0,102.0,12.0,0.0,12.0,2389.0,366028.0,104.0
67752,2020-09-01,lee,37105,272400.0,121.0,39.0,112.0,4.0,32.0,2300.0,296574.0,341.0
67760,2020-09-01,stanly,37167,257000.0,151.0,76.0,88.0,0.0,48.0,1839.0,385777.0,259.0
67762,2020-09-01,franklin,37069,299950.0,144.0,58.0,76.0,40.0,12.0,2100.0,314816.0,232.0
67800,2020-09-01,cabarrus,37025,326400.0,272.0,31.0,312.0,24.0,120.0,2244.0,385775.0,596.0
67805,2020-09-01,harnett,37085,274315.0,300.0,46.0,224.0,68.0,52.0,2300.0,291795.0,650.0
67820,2020-09-01,davidson,37057,240355.0,159.0,28.0,156.0,4.0,56.0,2625.0,282573.0,308.0
67851,2020-09-01,caswell,37033,239900.0,26.0,78.0,8.0,0.0,12.0,1637.0,362117.0,42.0
