Date,Year,County,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,violent_crime_rate,30_Year_Fixed_Rate,Number_of_Schools,median_listing_price_mm,Number_of_Parks
2021-02,2021,Alexander,282500,33,50,20,0,8,1872,489507,54,,2.81,,-0.00877193,25
2021-02,2021,Alleghany,307900,85,70,20,0,4,1656,375321,116,,2.81,,0.031490787,0
2021-02,2021,Anson,144898,20,58,8,0,4,1752,188715,37,,2.81,,-0.147157151,3
2021-02,2021,Ashe,314450,69,140,24,4,8,2043,447442,135,,2.81,,-0.017036574,5
2021-02,2021,Avery,395000,50,108,8,0,4,2124,911728,78,,2.81,,-0.157782516,9
2021-02,2021,Beaufort,297498,72,94,28,0,12,2178,381798,152,,2.81,,-0.008009336,18
2021-02,2021,Bertie,89495,18,113,0,0,0,1520,184968,28,,2.81,,-0.052962963,10
2021-02,2021,Bladen,194450,38,114,12,0,0,1600,441615,60,,2.81,,0.080878266,9
2021-02,2021,Brunswick,349900,806,76,580,172,124,2020,466865,2091,,2.81,,0.042921013,70
2021-02,2021,Buncombe,478923,473,95,292,16,104,1851,731626,1014,,2.81,,-0.00224375,211
2021-02,2021,Burke,249500,73,71,48,0,12,1845,409979,162,,2.81,,-0.036679537,118
2021-02,2021,Cabarrus,279950,148,27,228,28,40,1888,372299,363,,2.81,,-0.138615385,120
2021-02,2021,Caldwell,229700,65,49,52,0,16,2017,385599,135,,2.81,,0.048858447,85
2021-02,2021,Camden,287107,34,61,24,0,0,1800,322888,67,,2.81,,-0.102510159,9
2021-02,2021,Carteret,410000,286,92,184,24,40,1886,554171,766,,2.81,,0.064935065,44
2021-02,2021,Caswell,259900,15,58,8,0,0,2199,425198,29,,2.81,,0.0396,37
2021-02,2021,Catawba,299500,151,52,152,4,36,1951,426328,314,,2.81,,-0.051230391,65
2021-02,2021,Chatham,671950,111,73,96,8,12,3382,681134,212,,2.81,,0.129327731,90
2021-02,2021,Cherokee,283400,142,71,96,0,12,1800,338659,374,,2.81,,0.090419392,2
2021-02,2021,Chowan,279000,48,92,16,0,12,2616,372387,84,,2.81,,-0.034602076,4
2021-02,2021,Clay,425000,120,123,36,0,20,3189,599798,199,,2.81,,0.065162907,5
2021-02,2021,Cleveland,207500,89,34,68,20,12,1537,255511,204,,2.81,,-0.034434621,38
2021-02,2021,Columbus,180000,65,114,20,0,12,1793,252555,110,,2.81,,0.125007031,5
2021-02,2021,Craven,246090,204,70,236,32,36,1895,320633,640,,2.81,,0.042798424,63
2021-02,2021,Cumberland,207240,289,50,504,48,60,1950,251408,1272,,2.81,,0.0208867,83
2021-02,2021,Currituck,459900,184,56,108,28,4,2655,676591,413,,2.81,,-0.010967742,3
2021-02,2021,Dare,519000,302,101,188,8,40,2397,723201,737,,2.81,,-0.018903592,22
2021-02,2021,Davidson,222500,120,52,144,16,36,1968,288601,370,,2.81,,-0.032608696,126
2021-02,2021,Davie,221930,55,114,36,4,8,4416,433865,143,,2.81,,-0.071422594,9
2021-02,2021,Duplin,264900,40,107,20,0,4,2281,274849,87,,2.81,,0.325162581,9
2021-02,2021,Durham,380351,294,51,284,72,48,1871,499585,559,,2.81,,0.001714511,412
2021-02,2021,Edgecombe,103700,45,84,12,0,8,1460,123337,87,,2.81,,0.22,83
2021-02,2021,Forsyth,318321,399,58,456,32,44,4923,424502,1431,,2.81,,0.01232648,479
2021-02,2021,Franklin,317900,79,23,92,36,8,2070,320170,152,,2.81,,0.022515278,58
2021-02,2021,Gaston,284495,205,30,244,60,40,1800,311640,495,,2.81,,-0.00177193,99
2021-02,2021,Gates,202250,5,179,4,0,0,1890,183607,9,,2.81,,-0.013414634,2
2021-02,2021,Graham,474000,42,114,4,0,0,1680,631238,63,,2.81,,-0.042424242,1
2021-02,2021,Granville,310990,34,77,28,0,0,1905,349441,58,,2.81,,0.036633333,63
2021-02,2021,Greene,131400,4,60,0,0,0,1388,136586,14,,2.81,,0.241965974,23
2021-02,2021,Guilford,293195,447,53,628,28,84,1903,387394,1710,,2.81,,-0.022650755,788
2021-02,2021,Halifax,140000,87,93,24,0,8,1600,251312,190,,2.81,,0.076923077,20
2021-02,2021,Harnett,248950,180,31,208,16,20,1902,266665,579,,2.81,,-0.042131589,108
2021-02,2021,Haywood,392450,173,97,88,4,48,1990,555426,321,,2.81,,-0.018629657,26
2021-02,2021,Henderson,467000,240,102,132,12,32,2217,709878,500,,2.81,,0.015438139,104
2021-02,2021,Hertford,169000,33,109,16,0,4,1860,185843,43,,2.81,,0.127418279,3
2021-02,2021,Hoke,241450,39,44,88,12,0,2100,242591,257,,2.81,,-0.014489796,24
2021-02,2021,Hyde,471500,30,206,4,0,0,1498,499666,48,,2.81,,0.048010669,0
2021-02,2021,Iredell,371311,212,59,228,56,48,2481,565566,599,,2.81,,0.051253086,104
2021-02,2021,Jackson,574900,242,129,60,4,24,1851,930855,368,,2.81,,0,13
2021-02,2021,Johnston,297395,232,43,260,116,36,2068,314659,708,,2.81,,0.025853743,248
2021-02,2021,Jones,164000,6,245,0,0,4,1627,330083,12,,2.81,,-0.068181818,18
2021-02,2021,Lee,280000,82,30,108,4,16,2286,322112,261,,2.81,,0.046728972,22
2021-02,2021,Lenoir,155350,48,61,28,0,4,2000,183916,121,,2.81,,-0.074746873,13
2021-02,2021,Lincoln,352204,140,60,100,88,24,2149,394728,331,,2.81,,-0.010537849,27
2021-02,2021,Macon,535000,191,122,60,4,24,1676,843680,262,,2.81,,-0.027272727,14
2021-02,2021,Madison,382000,52,99,24,0,4,1757,572232,87,,2.81,,-0.10955711,6
2021-02,2021,Martin,129500,22,90,4,0,4,1843,159463,42,,2.81,,0,23
2021-02,2021,Mcdowell,277500,58,117,28,0,8,2040,386396,123,,2.81,,-0.071906355,
2021-02,2021,Mecklenburg,405000,1150,35,1408,200,284,2024,610021,2708,,2.81,,-0.012144524,905
2021-02,2021,Mitchell,340000,58,128,12,0,8,2019,479104,93,,2.81,,0.172413793,12
2021-02,2021,Montgomery,139000,10,43,12,0,0,1215,200165,19,,2.81,,0.069230769,10
2021-02,2021,Moore,355000,201,77,208,16,24,2319,476430,655,,2.81,,0.014288612,61
2021-02,2021,Nash,267900,111,38,92,8,12,2111,307255,280,,2.81,,0.072028812,64
2021-02,2021,New hanover,420125,445,75,464,72,88,2212,781411,1540,,2.81,,0.078626444,
2021-02,2021,Northampton,275000,16,151,8,0,0,2304,453908,37,,2.81,,0.12244898,4
2021-02,2021,Onslow,249200,301,58,476,60,36,1791,381023,1550,,2.81,,0.00524405,58
2021-02,2021,Orange,564000,91,33,108,12,20,2771,717986,213,,2.81,,0.128,126
2021-02,2021,Pamlico,350000,73,126,20,0,4,1874,513266,109,,2.81,,0.09375,10
2021-02,2021,Pasquotank,228750,64,37,52,12,12,2145,238743,139,,2.81,,0.039772727,21
2021-02,2021,Pender,355588,127,75,100,48,32,2524,421830,457,,2.81,,0.014516405,50
2021-02,2021,Perquimans,329200,47,69,12,0,4,2678,382953,66,,2.81,,0.097333333,4
2021-02,2021,Person,279950,36,48,32,0,4,1713,526282,70,,2.81,,0.077145056,9
2021-02,2021,Pitt,260865,121,56,208,20,16,2241,321428,571,,2.81,,-0.000478946,100
2021-02,2021,Polk,574000,88,87,36,0,12,2400,764229,138,,2.81,,0.015929204,40
2021-02,2021,Randolph,217400,84,55,88,0,28,1800,324480,307,,2.81,,0.018744142,90
2021-02,2021,Richmond,171950,53,63,28,0,12,1482,247941,90,,2.81,,0.302651515,15
2021-02,2021,Robeson,160000,91,60,60,0,16,1790,212439,188,,2.81,,-0.05826957,47
2021-02,2021,Rockingham,205000,88,71,68,0,24,5364,305539,273,,2.81,,0.079515534,73
2021-02,2021,Rowan,249450,135,60,108,4,28,1957,347332,316,,2.81,,0.001807229,119
2021-02,2021,Rutherford,269900,132,76,80,0,20,1640,384806,282,,2.81,,-0.049647887,25
2021-02,2021,Sampson,234450,42,56,16,0,4,2125,403375,87,,2.81,,0.042463317,22
2021-02,2021,Scotland,142400,17,73,12,0,4,2224,174260,58,,2.81,,-0.185820469,13
2021-02,2021,Stanly,262950,101,66,60,4,16,1815,393912,176,,2.81,,0.027549824,22
2021-02,2021,Stokes,302339,35,90,28,4,4,2682,336575,105,,2.81,,0.076322535,16
2021-02,2021,Surry,311000,59,83,40,0,8,2107,399793,142,,2.81,,0.248995984,13
2021-02,2021,Swain,340000,64,136,16,0,0,2246,553426,89,,2.81,,-0.028571429,1
2021-02,2021,Transylvania,644000,104,103,48,0,20,2604,962584,201,,2.81,,0.226666667,17
2021-02,2021,Tyrrell,259500,7,156,0,0,0,2105,251545,13,,2.81,,0.482857143,0
2021-02,2021,Union,352500,227,25,312,56,36,2169,530175,521,,2.81,,-0.062250599,130
2021-02,2021,Vance,201750,29,93,16,0,0,1711,251452,56,,2.81,,-0.034688995,15
2021-02,2021,Wake,429662,1170,36,1360,360,196,2372,580203,2396,,2.81,,0.023004762,1627
2021-02,2021,Warren,185000,13,65,4,0,0,2240,737129,27,,2.81,,0.088875809,1
2021-02,2021,Washington,189900,17,127,4,0,0,1634,183468,35,,2.81,,0,9
2021-02,2021,Watauga,679000,183,93,124,4,32,2702,986324,378,,2.81,,0.133555927,44
2021-02,2021,Wayne,202400,105,42,120,4,12,1840,240330,263,,2.81,,0.037948718,36
2021-02,2021,Wilkes,399000,71,81,44,4,16,2215,472887,153,,2.81,,-0.061176471,34
2021-02,2021,Wilson,223750,74,45,108,8,4,1913,305771,228,,2.81,,0.040697674,70
2021-02,2021,Yadkin,185000,24,56,16,0,4,7085,335091,54,,2.81,,-0.177777778,4
2021-02,2021,Yancey,350000,113,152,16,0,4,1759,614455,176,,2.81,,0.063829787,4
2021-01,2021,Alamance,291932,231,43,256,28,36,1918,376113,602,,2.74,,-0.042013553,54
2021-01,2021,Alexander,285000,35,56,16,0,8,1818,529458,56,,2.74,,-0.046503847,25
2021-01,2021,Alleghany,298500,85,79,16,0,8,1656,354390,117,,2.74,,0.031266195,0
2021-01,2021,Anson,169900,19,74,12,0,4,2112,216611,35,,2.74,,0.100402855,3
2021-01,2021,Ashe,319900,92,109,16,0,8,1997,422964,157,,2.74,,0.069899666,5
2021-01,2021,Avery,469000,53,90,12,0,8,2112,875372,86,,2.74,,0.250666667,9
2021-01,2021,Beaufort,299900,90,107,32,0,12,2242,376250,156,,2.74,,0.037716263,18
2021-01,2021,Bertie,94500,21,120,4,0,0,1736,257953,27,,2.74,,-0.118881119,10
2021-01,2021,Bladen,179900,43,140,8,0,4,1604,386730,64,,2.74,,-0.063020833,9
2021-01,2021,Brunswick,335500,958,77,468,104,112,1984,460433,2010,,2.74,,-0.027254277,70
2021-01,2021,Buncombe,480000,573,88,196,12,144,1904,723699,1052,,2.74,,0.005340873,211
2021-01,2021,Burke,259000,89,70,40,4,24,1959,413135,162,,2.74,,-0.058181818,118
2021-01,2021,Cabarrus,325000,168,45,188,40,44,2160,409592,366,,2.74,,0.078140291,120
2021-01,2021,Caldwell,219000,65,53,40,4,16,1904,292023,131,,2.74,,0.007128075,85
2021-01,2021,Camden,319900,46,75,20,0,16,1805,322993,70,,2.74,,-0.005069511,9
2021-01,2021,Carteret,385000,331,102,168,20,44,1850,530908,746,,2.74,,0,44
2021-01,2021,Caswell,250000,22,62,4,0,4,1456,364036,32,,2.74,,-0.019415572,37
2021-01,2021,Catawba,315672,169,64,96,8,40,2026,430772,328,,2.74,,-0.090151319,65
2021-01,2021,Chatham,595000,155,85,60,12,16,3296,657398,232,,2.74,,0.034782609,90
2021-01,2021,Cherokee,259900,180,80,72,0,24,1744,329682,382,,2.74,,-0.061732852,2
2021-01,2021,Chowan,289000,46,99,16,0,4,2632,340417,80,,2.74,,0.084427767,4
2021-01,2021,Clay,399000,139,129,40,0,12,2112,531246,219,,2.74,,0.06684492,5
2021-01,2021,Cleveland,214900,93,50,64,16,24,1583,257602,198,,2.74,,0.211045365,38
2021-01,2021,Columbus,159999,69,114,20,0,12,1790,210699,117,,2.74,,-0.043068182,5
2021-01,2021,Craven,235990,226,70,148,52,44,1850,301272,553,,2.74,,0.005303627,63
2021-01,2021,Cumberland,203000,358,54,408,32,80,1950,244405,1204,,2.74,,-0.033333333,83
2021-01,2021,Currituck,465000,212,63,124,28,16,2644,692882,422,,2.74,,0.045495936,3
2021-01,2021,Dare,529000,383,94,152,4,52,2300,692170,752,,2.74,,0.012633997,22
2021-01,2021,Davidson,230000,136,52,132,4,40,1740,281422,349,,2.74,,0.000434972,126
2021-01,2021,Davie,239000,61,95,36,0,16,4900,422194,155,,2.74,,0.057756141,9
2021-01,2021,Duplin,199900,41,105,24,0,8,2000,265682,85,,2.74,,0.111172874,9
2021-01,2021,Durham,379700,358,56,268,32,76,1916,494994,587,,2.74,,-0.006904849,412
2021-01,2021,Edgecombe,85000,50,62,32,0,4,1396,114049,89,,2.74,,-0.104320337,83
2021-01,2021,Forsyth,314445,462,60,512,44,84,4983,410198,1426,,2.74,,0.005644749,479
2021-01,2021,Franklin,310900,82,57,68,24,12,2110,317402,151,,2.74,,0.002903226,58
2021-01,2021,Gaston,285000,241,49,204,48,64,1851,325621,474,,2.74,,0,99
2021-01,2021,Gates,205000,4,154,0,0,0,1800,188333,9,,2.74,,0.171428571,2
2021-01,2021,Graham,495000,42,112,12,0,0,1680,598116,62,,2.74,,0.377870564,1
2021-01,2021,Granville,300000,48,65,28,8,0,1945,347153,74,,2.74,,0.013513514,63
2021-01,2021,Greene,105800,7,37,4,0,0,1840,135233,19,,2.74,,-0.135620915,23
2021-01,2021,Guilford,299990,527,65,540,68,104,1903,399183,1676,,2.74,,0.00163606,788
2021-01,2021,Halifax,130000,102,74,32,0,16,1624,259382,188,,2.74,,0.055194805,20
2021-01,2021,Harnett,259900,200,53,200,16,36,2020,268741,542,,2.74,,-0.018967632,108
2021-01,2021,Haywood,399900,192,91,56,0,44,2216,562041,329,,2.74,,-0.012348728,26
2021-01,2021,Henderson,459900,283,99,124,24,60,2250,716844,491,,2.74,,0.010769231,104
2021-01,2021,Hertford,149900,31,133,4,0,4,1850,183918,41,,2.74,,-0.000666667,3
2021-01,2021,Hoke,245000,35,48,68,0,0,2100,230163,238,,2.74,,0.011080618,24
2021-01,2021,Hyde,449900,36,172,4,0,0,1542,494726,46,,2.74,,0.011011236,0
2021-01,2021,Iredell,353208,299,65,192,124,40,2445,519956,652,,2.74,,-0.017717942,104
2021-01,2021,Jackson,574900,278,120,80,4,20,1896,893780,402,,2.74,,0.009570638,13
2021-01,2021,Johnston,289900,317,48,228,168,52,2073,306123,709,,2.74,,0.025349004,248
2021-01,2021,Jones,176000,5,213,4,0,0,1400,333414,15,,2.74,,0.218414676,18
2021-01,2021,Lee,267500,79,53,72,16,12,2145,320701,252,,2.74,,0.029044047,22
2021-01,2021,Lenoir,167900,57,56,32,12,4,1902,187073,121,,2.74,,0.112288837,13
2021-01,2021,Lincoln,355955,180,77,80,136,40,2390,447420,329,,2.74,,-0.007176566,27
2021-01,2021,Macon,550000,222,111,36,4,32,1680,821413,292,,2.74,,0.043148412,14
2021-01,2021,Madison,429000,50,93,16,0,8,2069,616087,83,,2.74,,-0.162109375,6
2021-01,2021,Martin,129500,28,112,8,0,0,2112,169610,49,,2.74,,0,23
2021-01,2021,Mcdowell,299000,71,104,24,4,16,2100,382557,129,,2.74,,0,
2021-01,2021,Mecklenburg,409979,1308,56,1136,352,364,2097,602856,2706,,2.74,,-0.023743303,905
2021-01,2021,Mitchell,290000,65,104,8,0,4,2084,439620,98,,2.74,,0,12
2021-01,2021,Montgomery,130000,8,51,0,0,0,1202,216700,18,,2.74,,-0.127516779,10
2021-01,2021,Moore,349999,242,78,156,16,28,2493,470636,696,,2.74,,0.03092489,61
2021-01,2021,Nash,249900,125,65,96,4,20,2064,296968,266,,2.74,,0.041684035,64
2021-01,2021,New hanover,389500,623,76,364,88,112,2098,703281,1516,,2.74,,-0.013299557,
2021-01,2021,Northampton,245000,21,126,8,0,0,2472,421143,34,,2.74,,0,4
2021-01,2021,Onslow,247900,376,64,436,100,60,1843,375218,1482,,2.74,,0.016400164,58
2021-01,2021,Orange,500000,114,53,116,24,32,2583,659891,216,,2.74,,0.011224593,126
2021-01,2021,Pamlico,320000,78,122,12,0,12,1780,476478,105,,2.74,,-0.04959905,10
2021-01,2021,Pasquotank,220000,65,52,52,0,4,1720,231458,135,,2.74,,0.040189125,21
2021-01,2021,Pender,350500,173,66,100,20,24,2463,408230,429,,2.74,,0.005208154,50
2021-01,2021,Perquimans,300000,50,89,12,0,8,2941,379144,64,,2.74,,-0.062353493,4
2021-01,2021,Person,259900,44,55,28,0,8,1593,357585,77,,2.74,,-0.023666416,9
2021-01,2021,Pitt,260990,147,70,176,24,28,2250,329651,554,,2.74,,-0.044675049,100
2021-01,2021,Polk,565000,87,100,24,0,8,2427,738627,134,,2.74,,-0.03743771,40
2021-01,2021,Randolph,213400,95,48,92,4,28,1800,305153,319,,2.74,,0.058006941,90
2021-01,2021,Richmond,132000,53,58,36,0,8,1382,203410,98,,2.74,,-0.014925373,15
2021-01,2021,Robeson,169900,91,97,44,0,16,1850,227174,178,,2.74,,0.096482736,47
2021-01,2021,Rockingham,189900,106,65,84,4,32,5364,284303,266,,2.74,,0.117716304,73
2021-01,2021,Rowan,249000,147,60,92,12,36,1908,354448,333,,2.74,,0.004684493,119
2021-01,2021,Rutherford,284000,134,70,68,4,28,1660,398766,289,,2.74,,-0.011142061,25
2021-01,2021,Sampson,224900,45,102,20,0,8,2156,408078,85,,2.74,,-0.114218196,22
2021-01,2021,Scotland,174900,28,80,8,0,4,2184,193454,66,,2.74,,-0.020168067,13
2021-01,2021,Stanly,255900,117,80,60,8,32,1836,381698,198,,2.74,,-0.056328939,22
2021-01,2021,Stokes,280900,38,87,28,0,12,3363,330987,97,,2.74,,-0.02953878,16
2021-01,2021,Surry,249000,67,95,32,0,8,2219,374511,157,,2.74,,0.132332879,13
2021-01,2021,Swain,350000,67,140,4,0,8,2246,529370,94,,2.74,,-0.060276547,1
2021-01,2021,Transylvania,525000,131,93,40,0,16,2360,857837,218,,2.74,,-0.003795066,17
2021-01,2021,Tyrrell,175000,10,148,4,0,0,1056,219164,13,,2.74,,-0.078947368,0
2021-01,2021,Union,375900,249,39,248,76,56,2504,532009,483,,2.74,,-0.019561815,130
2021-01,2021,Vance,209000,33,119,16,0,8,1852,275845,55,,2.74,,0.194285714,15
2021-01,2021,Wake,420000,1452,53,1268,384,204,2430,562164,2504,,2.74,,0.000119062,1627
2021-01,2021,Warren,169900,14,78,8,0,0,2202,188819,24,,2.74,,0.000883652,1
2021-01,2021,Washington,189900,24,122,4,0,0,1979,191496,36,,2.74,,0,9
2021-01,2021,Watauga,599000,223,99,76,8,20,2420,930057,397,,2.74,,-0.037519081,44
2021-01,2021,Wayne,195000,118,53,116,0,12,1770,230852,255,,2.74,,-0.004848176,36
2021-01,2021,Wilkes,425000,84,99,40,0,12,2962,490263,156,,2.74,,0.065697091,34
2021-01,2021,Wilson,215000,82,60,88,12,20,1922,303982,220,,2.74,,-0.011266958,70
2021-01,2021,Yadkin,225000,27,32,16,0,8,4766,340379,57,,2.74,,0.25069483,4
2021-01,2021,Yancey,329000,139,143,16,0,8,1800,571457,187,,2.74,,-0.020104244,4
2020-12,2020,Alamance,304735,268,46,264,4,48,2103,364647,698,505.5,2.68,,0.025008409,54
2020-12,2020,Alexander,298900,33,52,16,0,8,1858,444606,52,156.4,2.68,,-0.169491525,25
2020-12,2020,Alleghany,289450,91,92,24,0,4,1778,360757,131,,2.68,,-0.029505448,0
2020-12,2020,Anson,154398,16,93,12,0,0,1700,200558,34,751.2,2.68,,0.065585424,3
2020-12,2020,Ashe,299000,118,95,24,0,12,2003,420942,191,147.5,2.68,,-0.001502755,5
2020-12,2020,Avery,375000,61,76,12,0,4,2143,736634,102,149.4,2.68,,0.175548589,9
2020-12,2020,Beaufort,289000,97,101,28,4,12,2140,357830,173,,2.68,,0.071560994,18
2020-12,2020,Bertie,107250,21,140,0,0,0,1564,255380,29,54.6,2.68,,-0.10625,10
2020-12,2020,Bladen,192000,51,139,8,0,4,1642,404189,69,540.2,2.68,,0.032535628,9
2020-12,2020,Brunswick,344900,1066,68,372,44,168,2011,462032,2160,,2.68,,-0.014430633,70
2020-12,2020,Buncombe,477450,704,80,240,8,176,2016,713915,1231,388.2,2.68,,0.005793133,211
2020-12,2020,Burke,275000,91,61,36,0,16,2069,417900,172,293.7,2.68,,-0.017681729,118
2020-12,2020,Cabarrus,301445,214,36,152,8,64,2078,387614,471,132.7,2.68,,-0.07800887,120
2020-12,2020,Caldwell,217450,84,65,44,0,24,1936,348403,150,148.8,2.68,,-0.155205905,85
2020-12,2020,Camden,321530,52,78,16,0,4,1890,340751,74,123.6,2.68,,-0.054184439,9
2020-12,2020,Carteret,385000,373,99,112,8,36,1841,557567,780,219.8,2.68,,0,44
2020-12,2020,Caswell,254950,21,62,4,0,4,1456,389111,39,,2.68,,0.13361494,37
2020-12,2020,Catawba,346950,198,47,104,4,36,2190,437696,383,,2.68,,0.018344585,65
2020-12,2020,Chatham,575000,184,68,44,4,12,3331,684037,264,250.7,2.68,,0.014109347,90
2020-12,2020,Cherokee,277000,200,63,60,0,48,1796,318337,424,305.8,2.68,,-0.007168459,2
2020-12,2020,Chowan,266500,53,85,12,0,4,2616,325984,87,466.7,2.68,,-0.093537415,4
2020-12,2020,Clay,374000,169,120,24,0,20,1812,477023,269,,2.68,,0.068876822,5
2020-12,2020,Cleveland,177450,93,46,56,4,20,1550,249022,203,342.3,2.68,,-0.134390244,38
2020-12,2020,Columbus,167200,78,108,4,0,8,1796,222610,128,,2.68,,-0.068523677,5
2020-12,2020,Craven,234745,269,56,120,0,32,1859,304511,625,414.6,2.68,,-0.013846354,63
2020-12,2020,Cumberland,210000,388,49,356,20,84,1971,251095,1293,948.9,2.68,,-0.01754386,83
2020-12,2020,Currituck,444765,234,64,76,4,20,2628,714438,437,252.9,2.68,,0.029548611,3
2020-12,2020,Dare,522400,428,85,116,4,32,2257,681738,828,154.3,2.68,,-0.028093023,22
2020-12,2020,Davidson,229900,157,36,116,0,40,1797,282573,405,,2.68,,-0.010970101,126
2020-12,2020,Davie,225950,73,76,40,0,16,2052,409643,175,,2.68,,-0.052421891,9
2020-12,2020,Duplin,179900,53,88,12,0,8,1978,239960,99,209.9,2.68,,0.058546631,9
2020-12,2020,Durham,382340,406,57,264,28,72,1962,498534,664,825.7,2.68,,0.009481213,412
2020-12,2020,Edgecombe,94900,53,66,20,0,8,1570,124873,90,"1,118.40",2.68,,0.026500811,83
2020-12,2020,Forsyth,312680,520,66,408,16,104,4863,413394,1553,912.5,2.68,,-0.00191522,479
2020-12,2020,Franklin,310000,110,48,56,8,16,2121,316612,199,214.5,2.68,,-0.02508672,58
2020-12,2020,Gaston,285000,285,38,216,64,60,1859,334311,588,523.5,2.68,,0.005291005,99
2020-12,2020,Gates,175000,6,129,0,0,0,1800,168070,10,,2.68,,-0.054054054,2
2020-12,2020,Graham,359250,59,114,4,0,0,1752,527602,78,,2.68,,0.285330948,1
2020-12,2020,Granville,296000,61,53,20,0,8,1904,342215,85,278.7,2.68,,0.013715988,63
2020-12,2020,Greene,122400,10,40,4,0,0,1581,141664,18,257.4,2.68,,-0.020016013,23
2020-12,2020,Guilford,299500,663,53,532,80,164,2046,392403,1929,689.2,2.68,,0.000835422,788
2020-12,2020,Halifax,123200,105,64,24,0,8,1506,257575,195,,2.68,,-0.005649718,20
2020-12,2020,Harnett,264925,250,51,156,12,24,2100,275911,578,,2.68,,-0.027619747,108
2020-12,2020,Haywood,404900,229,84,64,0,44,2203,561937,387,242.5,2.68,,0.013516896,26
2020-12,2020,Henderson,455000,328,87,96,0,56,2270,717874,547,,2.68,,-0.005464481,104
2020-12,2020,Hertford,150000,33,119,4,0,0,1880,196521,44,318.5,2.68,,0.000333444,3
2020-12,2020,Hoke,242315,42,37,84,4,4,2100,226075,283,,2.68,,0.053543478,24
2020-12,2020,Hyde,445000,35,150,4,0,0,1552,449816,47,,2.68,,0.017142857,0
2020-12,2020,Iredell,359579,335,63,176,32,60,2498,535997,702,310.4,2.68,,0.007365177,104
2020-12,2020,Jackson,569450,323,107,52,4,20,1862,893439,458,265.4,2.68,,0.085700667,13
2020-12,2020,Johnston,282733,365,44,244,56,64,2085,307421,727,168.3,2.68,,0.011809629,248
2020-12,2020,Jones,144450,7,173,0,0,0,1585,297423,17,,2.68,,-0.129819277,18
2020-12,2020,Lee,259950,87,46,60,4,16,2328,319245,279,127.5,2.68,,0.019411765,22
2020-12,2020,Lenoir,150950,66,42,28,0,8,1989,172902,122,,2.68,,-0.068209877,13
2020-12,2020,Lincoln,358528,195,66,72,52,40,2284,418997,348,232.4,2.68,,-0.0050203,27
2020-12,2020,Macon,527250,259,85,56,0,20,1678,808288,348,106.7,2.68,,0.055555556,14
2020-12,2020,Madison,512000,54,69,12,0,4,2096,628738,95,100.8,2.68,,0.091426123,6
2020-12,2020,Martin,129500,37,93,4,0,0,2128,160678,53,,2.68,,-0.00154202,23
2020-12,2020,Mcdowell,299000,85,91,24,0,12,2088,390805,137,,2.68,,-0.149238868,
2020-12,2020,Mecklenburg,419950,1536,53,1004,200,340,2129,610596,3189,759.6,2.68,,-0.032796702,905
2020-12,2020,Mitchell,290000,71,86,8,0,4,2058,438557,107,,2.68,,-0.023569024,12
2020-12,2020,Montgomery,149000,10,42,4,0,0,1215,157388,24,313.8,2.68,,0,10
2020-12,2020,Moore,339500,320,71,176,16,24,2467,449506,782,180,2.68,,-0.011500946,61
2020-12,2020,Nash,239900,141,58,72,4,28,1992,288316,289,,2.68,,0,64
2020-12,2020,New hanover,394750,756,63,416,32,144,2152,680464,1674,,2.68,,-0.027589605,
2020-12,2020,Northampton,245000,22,102,0,0,0,1949,417839,35,,2.68,,0,4
2020-12,2020,Onslow,243900,464,58,384,40,68,1802,360179,1571,231.7,2.68,,0.01540383,58
2020-12,2020,Orange,494450,160,54,80,4,28,2579,648546,286,170.1,2.68,,-0.058190476,126
2020-12,2020,Pamlico,336700,85,108,12,0,8,1813,480747,118,210.2,2.68,,0.005374739,10
2020-12,2020,Pasquotank,211500,79,45,48,0,8,1904,224759,153,417.5,2.68,,-0.06,21
2020-12,2020,Pender,348684,194,62,64,12,28,2452,398905,447,,2.68,,0.0084859,50
2020-12,2020,Perquimans,319950,51,95,16,0,0,2821,370546,71,,2.68,,-0.08126346,4
2020-12,2020,Person,266200,47,47,28,0,8,1846,366739,83,329.9,2.68,,-0.023119266,9
2020-12,2020,Pitt,273195,167,61,132,4,44,2371,348479,579,364.6,2.68,,-0.040410959,100
2020-12,2020,Polk,586975,94,93,36,0,12,2445,710111,143,,2.68,,-0.020075125,40
2020-12,2020,Randolph,201700,136,32,104,0,24,1625,280916,376,,2.68,,-0.061860465,90
2020-12,2020,Richmond,134000,62,54,24,0,4,1560,212411,106,659.6,2.68,,0.03875969,15
2020-12,2020,Robeson,154950,98,79,36,0,12,1850,212899,187,"1,190.30",2.68,,0.000322789,47
2020-12,2020,Rockingham,169900,122,52,60,0,36,5364,268197,278,363.6,2.68,,-0.093383138,73
2020-12,2020,Rowan,247839,180,51,92,8,40,1894,345417,379,364,2.68,,0.020333471,119
2020-12,2020,Rutherford,287200,160,58,84,0,24,1662,412127,323,189.7,2.68,,-0.000174064,25
2020-12,2020,Sampson,253900,52,110,24,0,12,2391,423188,93,371.9,2.68,,-0.023461538,22
2020-12,2020,Scotland,178500,40,71,20,0,4,2128,188808,72,906.5,2.68,,-0.116117851,13
2020-12,2020,Stanly,271175,131,83,48,0,20,1836,392402,222,386.4,2.68,,-0.048341814,22
