,date,County,county_fips,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count
57,6/1/2022,cherokee,37039,362500,271,38,148,8,76,1904,407510,467
144,6/1/2022,craven,37049,313500,154,36,196,12,48,1927,396716,581
161,6/1/2022,catawba,37035,342450,207,34,224,0,96,1923,521108,508
240,6/1/2022,gaston,37071,330000,283,30,412,12,200,1668,377406,828
280,6/1/2022,warren,37185,275000,19,68,12,0,4,1824,419452,29
283,6/1/2022,lenoir,37107,200000,75,38,68,8,20,1810,211563,143
293,6/1/2022,lee,37105,341450,93,19,128,0,24,2325,411072,242
321,6/1/2022,henderson,37089,552500,235,39,212,4,88,2167,862483,556
323,6/1/2022,beaufort,37013,324450,77,39,60,0,24,1900,383134,152
429,6/1/2022,hertford,37091,192000,23,57,16,0,0,2052,245064,41
463,6/1/2022,onslow,37133,318100,391,36,616,32,120,1780,470545,1671
504,6/1/2022,ashe,37009,485000,76,31,48,0,20,1907,592879,137
523,6/1/2022,currituck,37053,560200,243,38,136,12,68,2600,956519,395
547,6/1/2022,dare,37055,697000,296,42,200,0,104,2068,946733,528
554,6/1/2022,transylvania,37175,662500,118,39,80,0,40,2016,921558,208
593,6/1/2022,sampson,37163,279900,52,26,36,0,8,1967,274562,128
685,6/1/2022,union,37179,520000,372,29,512,24,200,2516,739675,1196
747,6/1/2022,rowan,37159,275000,214,33,232,12,92,1551,351892,466
776,6/1/2022,graham,37075,368200,46,53,12,0,16,1740,491613,66
799,6/1/2022,caswell,37033,497000,8,33,4,0,0,2236,1039901,22
806,6/1/2022,pasquotank,37139,354995,130,37,104,4,48,2161,352796,213
817,6/1/2022,hyde,37095,567500,17,81,4,0,4,1551,544298,32
818,6/1/2022,mcdowell,37111,399000,73,41,56,0,20,1821,532850,142
849,6/1/2022,edgecombe,37065,179900,50,55,40,0,20,1533,192314,168
867,6/1/2022,buncombe,37021,612450,485,36,480,16,224,2094,915350,1262
876,6/1/2022,pender,37141,485500,122,34,132,12,32,2522,591493,381
891,6/1/2022,halifax,37083,321250,70,47,24,0,16,2459,608927,146
922,6/1/2022,franklin,37069,449500,120,26,120,0,32,2311,492249,188
933,6/1/2022,pamlico,37137,446500,32,44,24,0,8,2017,527443,63
950,6/1/2022,yadkin,37197,269900,21,50,20,0,12,2758,365966,64
968,6/1/2022,gates,37073,170750,16,37,12,0,4,1678,198185,27
969,6/1/2022,rutherford,37161,305000,123,38,108,0,40,1774,463749,284
973,6/1/2022,columbus,37047,286750,50,30,44,0,16,1899,322403,100
985,6/1/2022,clay,37043,399450,106,39,48,0,40,2240,486263,159
1015,6/1/2022,durham,37063,462500,407,17,504,8,180,1842,614531,688
1030,6/1/2022,wilson,37195,264900,79,18,124,0,16,1565,309429,231
1032,6/1/2022,hoke,37093,304370,100,16,176,12,24,2200,319421,325
1143,6/1/2022,tyrrell,37177,195000,11,66,4,0,0,1441,298161,15
1154,6/1/2022,davie,37059,255515,79,43,84,8,28,1729,348467,182
1171,6/1/2022,perquimans,37143,350000,33,58,24,0,0,1867,386043,59
1193,6/1/2022,alamance,37001,382500,298,18,452,12,108,2112,443362,644
1221,6/1/2022,johnston,37101,403450,359,18,436,36,140,2154,441529,749
1262,6/1/2022,montgomery,37123,219000,10,36,8,0,4,1441,297676,20
1277,6/1/2022,guilford,37081,349900,505,28,892,32,220,2065,420762,1772
1314,6/1/2022,jones,37103,319450,9,25,8,0,4,2106,407547,17
1331,6/1/2022,wayne,37191,243900,160,25,196,4,40,2098,301819,432
1348,6/1/2022,anson,37007,170000,22,34,16,0,8,1502,262240,48
1398,6/1/2022,richmond,37153,174900,68,41,44,0,40,1422,253593,124
1446,6/1/2022,orange,37135,607500,125,14,164,0,44,2439,789397,209
1471,6/1/2022,caldwell,37027,287450,81,33,84,0,32,1914,441686,172
1482,6/1/2022,wilkes,37193,407000,83,35,76,0,32,2487,521216,155
1516,6/1/2022,moore,37125,449500,241,27,212,8,64,2426,591396,688
1602,6/1/2022,northampton,37131,266000,21,50,16,0,8,1918,359486,39
1624,6/1/2022,mecklenburg,37119,489900,1436,27,2216,96,772,2103,684151,4676
1625,6/1/2022,alleghany,37005,389000,54,39,24,0,20,1904,422802,92
1735,6/1/2022,cleveland,37045,246500,126,24,104,4,40,1526,369211,247
1822,6/1/2022,brunswick,37019,440293,672,33,656,68,220,1856,640375,1918
1825,6/1/2022,yancey,37199,559950,95,38,44,0,28,1917,935383,137
1827,6/1/2022,lincoln,37109,485585,125,36,132,8,52,2391,645800,402
1854,6/1/2022,nash,37127,302450,141,31,132,4,52,1870,328407,288
1944,6/1/2022,carteret,37031,508750,240,35,204,8,64,1876,669553,627
1945,6/1/2022,madison,37115,556950,64,40,32,0,24,2053,722343,118
1978,6/1/2022,scotland,37165,179900,36,33,28,0,12,1974,262760,103
2012,6/1/2022,burke,37023,307000,59,41,60,0,20,1870,431735,149
2028,6/1/2022,harnett,37085,335000,294,19,356,24,72,2140,360702,699
2042,6/1/2022,martin,37117,112500,32,39,12,0,8,1473,157618,53
2052,6/1/2022,bladen,37017,222450,28,38,8,0,8,1747,462252,45
2103,6/1/2022,chowan,37041,296000,44,45,20,0,16,1723,310210,74
2136,6/1/2022,bertie,37015,135950,18,78,12,0,0,1463,148694,28
2186,6/1/2022,haywood,37087,447500,193,37,156,4,100,1923,645097,367
2199,6/1/2022,alexander,37003,312450,34,35,28,0,20,1942,370648,59
2208,6/1/2022,cumberland,37051,269750,438,19,648,36,192,1950,296689,1548
2235,6/1/2022,jackson,37099,662500,253,44,124,0,56,2000,1277007,402
2259,6/1/2022,vance,37181,329000,48,42,28,0,16,1909,348407,73
2268,6/1/2022,greene,37079,250000,13,42,4,0,4,1904,276290,36
2279,6/1/2022,chatham,37037,757500,140,30,128,0,32,3035,836338,215
2280,6/1/2022,watauga,37189,620000,317,40,204,0,120,2039,855220,486
2309,6/1/2022,wake,37183,542078,1669,14,2160,56,760,2404,674090,2827
2319,6/1/2022,davidson,37057,291745,181,35,196,24,80,1864,341107,561
2425,6/1/2022,avery,37011,359910,55,33,40,0,20,1713,742302,78
2427,6/1/2022,duplin,37061,264500,42,48,28,4,20,1870,324109,96
2435,6/1/2022,surry,37171,248400,62,31,68,0,28,4296,321958,136
2445,6/1/2022,robeson,37155,217000,94,19,84,0,32,1850,224319,210
2451,6/1/2022,iredell,37097,477495,334,31,368,40,168,2417,647715,797
2485,6/1/2022,stanly,37167,364775,96,30,104,4,44,1760,453815,281
2566,6/1/2022,new hanover,37129,518470,436,35,496,12,164,1983,797307,1274
2594,6/1/2022,cabarrus,37025,382688,240,27,360,4,164,1862,436228,707
2627,6/1/2022,forsyth,37067,348604,373,33,588,16,164,2244,410514,1379
2651,6/1/2022,camden,37029,389900,62,63,24,0,16,2232,383653,86
2660,6/1/2022,mitchell,37121,345000,74,38,28,0,32,1613,421609,120
2717,6/1/2022,swain,37173,457000,50,51,24,0,8,2087,734688,77
2727,6/1/2022,polk,37149,662000,78,37,60,0,32,2576,912496,133
2754,6/1/2022,macon,37113,675000,220,44,116,0,64,1828,1119889,336
2806,6/1/2022,pitt,37147,329450,140,35,252,8,40,2127,394035,591
2869,6/1/2022,washington,37187,230000,22,54,4,0,0,2100,252352,33
2894,6/1/2022,person,37145,362000,34,21,44,0,12,1607,434736,75
2904,6/1/2022,stokes,37169,375218,38,37,40,0,8,2205,392793,98
2950,6/1/2022,randolph,37151,263000,89,35,144,0,28,1779,340344,299
2964,6/1/2022,granville,37077,379950,50,18,60,0,12,2000,382614,83
3004,6/1/2022,rockingham,37157,282700,116,35,104,0,32,1914,389551,293
3199,5/1/2022,franklin,37069,436539,97,15,116,0,28,2309,489655,157
3209,5/1/2022,warren,37185,265000,18,49,8,0,0,1385,433542,25
3290,5/1/2022,davie,37059,232500,66,60,60,0,8,1529,358838,169
3317,5/1/2022,harnett,37085,337400,197,20,320,20,44,2101,371000,621
3375,5/1/2022,chatham,37037,682500,110,22,96,4,16,2782,791976,188
3398,5/1/2022,macon,37113,689000,180,39,112,0,32,2000,1131196,311
3434,5/1/2022,chowan,37041,299000,38,42,28,0,4,2040,305343,73
3436,5/1/2022,hertford,37091,165000,26,69,12,0,4,2000,229847,42
3441,5/1/2022,new hanover,37129,509745,349,35,524,24,120,1916,771629,1217
3460,5/1/2022,lee,37105,323950,63,22,140,0,16,2177,422861,242
3529,5/1/2022,currituck,37053,531613,199,32,168,32,44,2585,929431,377
3542,5/1/2022,richmond,37153,169450,59,35,48,0,20,1470,262869,122
3566,5/1/2022,washington,37187,225000,19,54,4,0,4,2095,252816,30
3598,5/1/2022,gaston,37071,317500,234,25,352,4,112,1611,375058,592
3613,5/1/2022,halifax,37083,286750,65,49,52,0,16,2384,579802,145
3620,5/1/2022,wake,37183,532500,1049,9,1900,52,324,2348,661798,2143
3695,5/1/2022,cleveland,37045,254900,91,26,108,0,44,1642,369141,174
3706,5/1/2022,alleghany,37005,404450,48,40,40,0,8,1732,433872,86
3729,5/1/2022,pitt,37147,287450,116,28,248,12,36,1969,381278,604
3731,5/1/2022,beaufort,37013,299999,61,41,56,0,16,1883,363890,132
3754,5/1/2022,orange,37135,626500,94,11,164,0,28,2451,829950,170
3776,5/1/2022,onslow,37133,313950,334,35,664,48,84,1784,450232,1671
3794,5/1/2022,nash,37127,289900,118,20,160,4,36,1828,316710,279
3915,5/1/2022,mcdowell,37111,384000,55,41,52,0,24,1695,522618,123
3929,5/1/2022,granville,37077,375000,34,25,44,0,12,1956,400952,62
3943,5/1/2022,henderson,37089,565000,205,33,236,4,76,2206,913580,461
3946,5/1/2022,mitchell,37121,307450,64,39,56,0,20,1524,375580,97
3968,5/1/2022,yadkin,37197,282400,23,29,20,0,4,2188,414357,64
4056,5/1/2022,catawba,37035,357500,182,26,252,4,64,1977,537168,390
4090,5/1/2022,pamlico,37137,429250,31,41,20,0,4,2016,495013,63
4104,5/1/2022,pasquotank,37139,335745,109,41,84,0,36,2114,330084,220
4110,5/1/2022,union,37179,524950,266,25,412,64,112,2518,748563,760
4128,5/1/2022,bertie,37015,131950,18,81,0,0,4,1448,179775,30
4148,5/1/2022,polk,37149,774450,64,37,40,0,8,2465,1032970,115
4150,5/1/2022,wilson,37195,249950,53,34,112,0,4,1681,304759,197
4181,5/1/2022,tyrrell,37177,324750,9,51,0,0,0,1089,340169,19
4210,5/1/2022,johnston,37101,407450,269,11,448,24,88,2192,446413,666
4295,5/1/2022,carteret,37031,494000,196,38,204,12,56,1861,642852,592
4351,5/1/2022,hyde,37095,552500,15,101,8,0,4,1200,473160,29
4371,5/1/2022,durham,37063,462660,292,15,532,4,100,1759,639580,570
4390,5/1/2022,dare,37055,725000,234,40,208,0,76,2180,974532,493
4431,5/1/2022,davidson,37057,286240,167,29,208,12,64,1804,319462,560
4434,5/1/2022,rowan,37159,277450,157,29,212,0,48,1563,345621,348
4447,5/1/2022,cherokee,37039,382450,223,34,184,0,80,1944,420219,419
4458,5/1/2022,yancey,37199,575000,70,30,64,0,4,1892,937725,100
4476,5/1/2022,randolph,37151,254500,83,30,148,0,28,1753,326319,288
4578,5/1/2022,mecklenburg,37119,491500,1094,20,1736,92,528,2072,702168,3213
4583,5/1/2022,wilkes,37193,449000,70,44,80,0,20,2747,542287,142
4587,5/1/2022,camden,37029,394450,55,56,32,0,12,2000,385492,89
4597,5/1/2022,greene,37079,165000,10,70,12,0,0,1593,230077,39
4641,5/1/2022,haywood,37087,447000,161,35,144,4,76,1908,662062,306
4669,5/1/2022,sampson,37163,270225,45,29,56,4,8,2001,289207,127
4673,5/1/2022,edgecombe,37065,223120,60,44,40,8,8,1607,206129,158
4678,5/1/2022,caswell,37033,495000,12,19,12,0,0,2520,428762,22
4688,5/1/2022,vance,37181,372000,44,43,24,0,16,1754,364569,71
4701,5/1/2022,avery,37011,452000,43,39,32,0,12,1871,830920,59
4721,5/1/2022,perquimans,37143,337500,30,50,16,0,0,1904,362659,63
4785,5/1/2022,robeson,37155,219450,66,33,84,0,12,1950,237864,185
4798,5/1/2022,hoke,37093,307870,62,30,140,8,4,2280,317895,276
4857,5/1/2022,clay,37043,399000,85,40,44,0,32,2120,477487,139
4892,5/1/2022,brunswick,37019,440813,534,34,692,64,132,1867,633909,1779
4940,5/1/2022,gates,37073,163750,11,22,12,0,0,1456,176443,23
4943,5/1/2022,lincoln,37109,472500,107,32,140,24,56,2323,638221,327
4987,5/1/2022,lenoir,37107,182900,49,28,44,4,8,1692,200401,118
5054,5/1/2022,watauga,37189,599500,254,34,184,8,56,2016,902864,428
5060,5/1/2022,montgomery,37123,180000,10,44,8,0,4,1266,202930,21
5105,5/1/2022,duplin,37061,247450,41,43,36,4,12,2024,336418,100
5153,5/1/2022,stanly,37167,350000,86,34,120,4,44,1781,454664,210
5161,5/1/2022,graham,37075,368200,40,37,20,0,4,1900,519259,58
5164,5/1/2022,anson,37007,139500,19,39,16,0,4,1487,252814,44
5221,5/1/2022,jones,37103,392450,6,50,4,0,0,2179,526114,11
5223,5/1/2022,moore,37125,450000,187,32,352,4,32,2433,575937,672
5382,5/1/2022,transylvania,37175,607400,95,37,84,0,32,2056,963934,180
5387,5/1/2022,surry,37171,219450,43,45,52,0,20,4296,301592,114
5426,5/1/2022,swain,37173,417450,40,75,28,0,8,2087,720833,79
5443,5/1/2022,stokes,37169,339950,35,31,48,0,4,2962,338459,97
5475,5/1/2022,pender,37141,475650,86,36,144,4,20,2479,589560,356
5478,5/1/2022,ashe,37009,532000,45,34,52,0,16,1882,610430,104
5482,5/1/2022,northampton,37131,180000,16,31,8,0,4,1642,283465,35
5487,5/1/2022,person,37145,427500,30,16,40,0,8,1865,527344,62
5537,5/1/2022,scotland,37165,244530,37,43,40,4,4,2123,271176,90
5548,5/1/2022,martin,37117,150000,28,43,24,0,0,1615,195782,54
5604,5/1/2022,buncombe,37021,650000,411,34,480,8,156,2102,967452,1044
5614,5/1/2022,iredell,37097,464190,273,28,344,16,172,2197,619317,590
5617,5/1/2022,alexander,37003,307400,28,41,28,0,12,1772,355162,54
5697,5/1/2022,craven,37049,301500,124,41,240,16,32,1888,388807,580
5720,5/1/2022,cumberland,37051,252450,334,33,688,28,92,1950,290989,1429
5751,5/1/2022,wayne,37191,246400,136,15,240,40,28,1916,288347,360
5779,5/1/2022,rockingham,37157,273500,105,28,148,0,20,1454,361130,294
5872,5/1/2022,columbus,37047,282000,46,42,36,0,12,1899,322617,90
5875,5/1/2022,madison,37115,502500,56,37,48,0,16,1926,661216,110
5896,5/1/2022,rutherford,37161,330450,112,30,140,0,40,1792,458470,263
5926,5/1/2022,guilford,37081,337000,382,28,844,24,148,2234,428299,1585
5935,5/1/2022,cabarrus,37025,365369,182,21,300,8,116,1796,440730,508
5994,5/1/2022,alamance,37001,369900,225,14,388,16,32,2000,407000,567
6015,5/1/2022,jackson,37099,639500,211,57,116,4,28,1845,1215421,357
6022,5/1/2022,bladen,37017,239000,26,24,24,0,0,1825,512384,43
6036,5/1/2022,burke,37023,274250,52,37,68,0,16,1649,405737,152
6104,5/1/2022,caldwell,37027,272450,66,31,76,0,28,1681,377020,138
6183,5/1/2022,forsyth,37067,327615,317,29,644,12,108,1947,407355,1350
6211,4/1/2022,forsyth,37067,325000,234,34,572,36,56,2326,400579,1266
6235,4/1/2022,stanly,37167,299900,71,23,84,0,24,1731,391001,160
6239,4/1/2022,montgomery,37123,220000,10,30,8,0,4,1356,240600,20
6246,4/1/2022,transylvania,37175,699000,76,53,64,0,20,2060,1066722,151
6249,4/1/2022,chatham,37037,681545,82,29,108,4,8,2986,792116,166
6258,4/1/2022,brunswick,37019,436900,394,39,532,56,96,1867,638986,1678
6270,4/1/2022,madison,37115,475000,39,25,40,0,8,1731,660479,86
6290,4/1/2022,wilson,37195,220000,56,27,116,4,12,1770,270462,186
6303,4/1/2022,mcdowell,37111,365000,46,44,44,4,12,1650,484654,111
6316,4/1/2022,columbus,37047,259500,46,44,36,0,8,1854,278195,88
6318,4/1/2022,hertford,37091,149500,23,56,12,0,8,1785,172248,43
6321,4/1/2022,cherokee,37039,389900,168,40,124,0,44,1944,433069,390
6331,4/1/2022,pender,37141,445000,61,38,120,8,12,2298,563270,349
6379,4/1/2022,burke,37023,259000,50,37,56,0,16,1643,375766,135
6380,4/1/2022,bladen,37017,209900,14,73,12,0,0,1668,694523,30
6470,4/1/2022,moore,37125,450000,137,35,240,8,20,2429,621063,626
6486,4/1/2022,pasquotank,37139,325000,100,42,88,8,24,2128,311160,227
6505,4/1/2022,catawba,37035,330000,125,25,184,4,52,1890,498903,308
6521,4/1/2022,richmond,37153,158000,47,35,40,0,12,1455,258417,100
6525,4/1/2022,davie,37059,225000,50,41,48,0,12,1770,361562,152
6532,4/1/2022,halifax,37083,275000,58,60,32,0,8,2280,537775,144
6537,4/1/2022,new hanover,37129,499000,257,34,508,12,64,1990,789882,1137
6585,4/1/2022,swain,37173,400000,34,116,20,0,4,2055,709435,70
6636,4/1/2022,duplin,37061,232999,33,37,36,0,8,2005,297420,98
6643,4/1/2022,yancey,37199,625000,47,78,16,0,4,1972,1132247,79
6644,4/1/2022,yadkin,37197,249900,19,38,28,0,0,2188,380893,54
6648,4/1/2022,wilkes,37193,330000,52,45,44,4,16,2962,515087,122
6668,4/1/2022,granville,37077,395000,27,21,44,0,8,2073,442597,57
6670,4/1/2022,camden,37029,360000,54,87,36,8,12,2100,382438,88
6697,4/1/2022,caswell,37033,225000,8,32,8,0,0,1558,278653,22
6734,4/1/2022,warren,37185,265000,16,18,8,0,0,1385,436482,25
6756,4/1/2022,avery,37011,450000,30,46,20,0,8,1871,841846,45
6757,4/1/2022,bertie,37015,129900,22,81,8,0,4,1496,159819,37
6838,4/1/2022,johnston,37101,398000,169,14,312,36,36,2085,451478,556
6845,4/1/2022,durham,37063,450000,211,15,364,24,72,1728,597866,445
7012,4/1/2022,onslow,37133,285500,263,35,628,40,60,1706,435868,1597
7020,4/1/2022,alamance,37001,360000,159,13,336,12,32,2026,411649,503
7081,4/1/2022,lincoln,37109,465694,96,28,104,4,40,2234,634513,253
7117,4/1/2022,rowan,37159,274900,121,27,172,0,52,1619,344900,287
7163,4/1/2022,jackson,37099,685000,175,62,112,8,24,1700,1282220,329
7180,4/1/2022,franklin,37069,364000,52,14,96,4,32,1945,484083,110
7238,4/1/2022,harnett,37085,330000,150,21,304,12,20,2100,379638,541
7240,4/1/2022,guilford,37081,329000,289,31,660,16,68,1961,423364,1421
7286,4/1/2022,gates,37073,204000,9,35,4,0,0,1900,205528,25
7294,4/1/2022,currituck,37053,530000,137,28,152,0,20,2600,961270,336
7346,4/1/2022,pitt,37147,280000,95,24,272,20,16,1986,376953,516
7399,4/1/2022,person,37145,389750,21,16,40,0,8,1902,548865,53
7447,4/1/2022,washington,37187,225000,16,43,8,0,0,2100,249368,31
7467,4/1/2022,gaston,37071,299000,195,21,284,12,104,1572,356799,402
7478,4/1/2022,northampton,37131,164900,17,28,16,0,4,1750,220285,37
7486,4/1/2022,rutherford,37161,375000,91,36,112,4,12,1784,476293,236
7526,4/1/2022,greene,37079,129900,6,91,4,0,0,1904,235855,35
7537,4/1/2022,wayne,37191,274900,77,21,148,8,16,1826,271046,286
7546,4/1/2022,anson,37007,200000,21,37,12,0,12,1487,302736,41
7648,4/1/2022,hoke,37093,295500,52,45,104,8,4,2184,333358,241
7671,4/1/2022,orange,37135,650000,69,15,128,4,12,2467,905416,149
7690,4/1/2022,lenoir,37107,179900,35,29,56,0,4,1654,213402,89
7708,4/1/2022,iredell,37097,440000,198,23,272,16,76,2203,609979,394
7722,4/1/2022,mecklenburg,37119,459330,765,15,1436,88,232,2035,678723,1855
7732,4/1/2022,wake,37183,512012,601,8,1504,56,168,2297,683478,1638
7742,4/1/2022,sampson,37163,269000,36,42,36,0,4,1975,279088,120
7793,4/1/2022,ashe,37009,495000,39,36,40,0,12,1927,595693,91
7818,4/1/2022,polk,37149,700000,49,49,44,0,12,2423,996778,98
7829,4/1/2022,surry,37171,229900,38,44,44,0,12,4296,304952,119
7860,4/1/2022,union,37179,499000,210,22,320,40,80,2554,732054,385
7935,4/1/2022,buncombe,37021,638000,303,39,364,16,96,2032,1023274,794
8026,4/1/2022,lee,37105,359900,50,29,100,4,4,2300,430407,233
8070,4/1/2022,cleveland,37045,265000,67,35,80,8,32,1752,400867,142
8126,4/1/2022,haywood,37087,449000,123,36,112,0,40,1910,635774,246
8145,4/1/2022,graham,37075,322400,32,42,20,0,0,1590,443063,49
8158,4/1/2022,macon,37113,749000,138,56,124,0,24,1818,1183568,284
8200,4/1/2022,henderson,37089,525000,150,34,172,4,36,2197,898323,361
8228,4/1/2022,watauga,37189,615000,185,34,176,4,32,1965,886174,330
8333,4/1/2022,hyde,37095,575000,14,131,4,0,0,1200,577078,26
8379,4/1/2022,caldwell,37027,275000,54,39,52,0,20,1755,333408,105
8397,4/1/2022,alexander,37003,289900,20,36,20,0,4,1980,355132,41
8430,4/1/2022,stokes,37169,310265,25,26,32,0,8,1471,334580,90
8503,4/1/2022,carteret,37031,481900,169,37,204,12,52,1768,611867,576
8517,4/1/2022,randolph,37151,239900,71,37,128,4,16,1501,338884,268
8543,4/1/2022,tyrrell,37177,299500,13,144,8,0,0,1100,298254,17
8617,4/1/2022,craven,37049,302690,111,40,220,16,32,1877,402797,567
8626,4/1/2022,vance,37181,429900,36,30,28,0,4,1925,407311,64
8642,4/1/2022,davidson,37057,277490,115,30,208,20,36,1885,332356,474
8651,4/1/2022,chowan,37041,319900,38,56,24,0,4,2155,336087,66
8655,4/1/2022,cabarrus,37025,354900,142,16,264,4,84,1802,456422,312
8662,4/1/2022,edgecombe,37065,196490,57,43,44,4,8,1603,197080,153
8728,4/1/2022,alleghany,37005,350000,40,49,24,0,8,1625,460097,83
8746,4/1/2022,nash,37127,247500,73,25,108,4,12,1716,294974,225
8851,4/1/2022,clay,37043,429000,73,46,36,0,16,2560,473585,121
8884,4/1/2022,cumberland,37051,232740,283,34,608,20,56,1850,276349,1336
8964,4/1/2022,mitchell,37121,350000,45,41,20,0,20,1816,475345,73
8965,4/1/2022,rockingham,37157,195000,74,37,108,0,28,1348,330329,252
9014,4/1/2022,pamlico,37137,447000,23,46,16,0,4,2016,485556,55
9054,4/1/2022,martin,37117,139900,20,38,16,0,4,1450,188483,49
9069,4/1/2022,beaufort,37013,319000,53,48,56,0,12,1858,369636,138
9133,4/1/2022,dare,37055,725000,184,41,200,8,64,2252,952151,498
9138,4/1/2022,perquimans,37143,350000,31,56,28,0,4,2140,371669,66
9215,4/1/2022,robeson,37155,205000,57,39,64,0,8,1850,215338,176
9231,4/1/2022,jones,37103,232000,5,73,0,0,0,2176,458479,10
9287,4/1/2022,scotland,37165,171000,26,44,20,0,4,2137,251575,84
9317,3/1/2022,polk,37149,677000,53,77,28,0,20,2450,957816,96
9382,3/1/2022,ashe,37009,440000,42,55,36,0,4,1749,586520,94
9407,3/1/2022,columbus,37047,224950,43,41,24,0,12,1842,270232,85
9428,3/1/2022,gates,37073,205000,15,30,20,0,0,1976,205482,31
9459,3/1/2022,mcdowell,37111,339750,47,83,40,0,8,1606,442298,112
9575,3/1/2022,wilson,37195,220000,42,28,76,0,4,1786,261625,153
9609,3/1/2022,camden,37029,345732,50,73,36,4,0,1898,368720,82
9630,3/1/2022,durham,37063,444000,192,34,348,16,40,1754,581328,401
9651,3/1/2022,wake,37183,488000,488,10,1180,36,88,2274,702876,1407
9657,3/1/2022,moore,37125,460250,113,48,240,12,8,2478,640637,586
9704,3/1/2022,washington,37187,225000,17,56,8,0,4,2481,235144,29
9819,3/1/2022,guilford,37081,297500,262,36,632,8,52,1529,409431,1321
9875,3/1/2022,iredell,37097,445330,180,34,232,36,36,2347,607116,372
9876,3/1/2022,johnston,37101,372500,127,14,280,52,24,2048,422482,493
9911,3/1/2022,montgomery,37123,119750,10,42,12,0,4,1404,141016,21
9926,3/1/2022,orange,37135,596000,57,15,116,0,8,2399,842883,130
9931,3/1/2022,chowan,37041,299350,41,104,24,0,4,1896,348449,72
9987,3/1/2022,lee,37105,334750,52,18,112,0,4,2200,397571,243
9995,3/1/2022,duplin,37061,225000,30,29,32,0,12,1987,279533,90
10014,3/1/2022,gaston,37071,283750,161,24,256,24,60,1578,358406,380
10035,3/1/2022,rutherford,37161,342450,87,55,100,0,20,1881,461754,215
10111,3/1/2022,jackson,37099,687250,165,111,88,0,20,1904,1287652,314
10126,3/1/2022,alleghany,37005,439000,42,94,36,0,8,2103,498202,78
10141,3/1/2022,forsyth,37067,315200,227,32,552,28,56,2709,395856,1156
10163,3/1/2022,nash,37127,264775,62,40,96,8,16,1860,303475,216
10246,3/1/2022,greene,37079,105000,11,59,8,0,0,1730,215403,37
10280,3/1/2022,cabarrus,37025,345000,135,18,236,0,52,1797,432363,289
10299,3/1/2022,pender,37141,400000,55,42,116,8,8,2134,567145,348
10312,3/1/2022,buncombe,37021,649700,264,68,300,20,68,2029,1074713,740
10334,3/1/2022,watauga,37189,642000,143,51,132,0,36,2050,968287,271
10356,3/1/2022,lenoir,37107,184000,31,55,28,0,8,1800,227428,93
10405,3/1/2022,hoke,37093,288500,41,51,76,4,0,2173,329700,261
10415,3/1/2022,surry,37171,231950,41,47,56,0,12,3901,336993,126
10423,3/1/2022,wayne,37191,242900,90,17,140,4,12,1759,255067,309
10453,3/1/2022,lincoln,37109,431670,73,40,80,28,28,1893,496989,263
10461,3/1/2022,madison,37115,625000,29,99,20,0,4,2179,777305,69
10490,3/1/2022,swain,37173,429000,30,102,8,0,4,2300,822285,60
10514,3/1/2022,macon,37113,710000,125,101,88,0,28,1641,1126227,248
10516,3/1/2022,rowan,37159,288100,106,25,152,4,28,1564,373136,276
10521,3/1/2022,new hanover,37129,468450,243,34,468,28,68,1903,775372,1086
10534,3/1/2022,warren,37185,178000,7,27,4,0,0,1782,631381,16
10547,3/1/2022,beaufort,37013,273000,46,67,40,0,16,1860,315870,134
10586,3/1/2022,richmond,37153,169000,42,42,52,0,8,1470,247639,101
10606,3/1/2022,granville,37077,357500,24,16,44,0,4,2028,400006,51
10607,3/1/2022,caswell,37033,212500,8,69,12,0,0,2527,325169,22
10637,3/1/2022,burke,37023,294500,49,37,60,0,16,1948,396187,120
10695,3/1/2022,craven,37049,308250,110,49,188,24,20,1931,404994,548
10749,3/1/2022,halifax,37083,260000,55,97,44,0,12,2141,542487,134
10758,3/1/2022,hyde,37095,575000,17,122,0,0,0,1481,630560,28
10813,3/1/2022,avery,37011,549500,26,77,8,0,4,2070,930586,44
10869,3/1/2022,wilkes,37193,249900,44,54,44,4,4,2694,489482,135
10877,3/1/2022,catawba,37035,339950,134,29,168,8,36,1939,476813,294
10909,3/1/2022,edgecombe,37065,186490,46,44,40,20,20,1591,191099,158
10935,3/1/2022,tyrrell,37177,396500,7,197,0,0,0,1110,326026,14
10938,3/1/2022,martin,37117,120000,18,39,12,0,4,1463,162089,46
10970,3/1/2022,cleveland,37045,262000,68,42,72,8,16,1769,402611,164
10988,3/1/2022,mecklenburg,37119,442610,692,17,1260,96,144,1975,645556,1700
11039,3/1/2022,randolph,37151,227450,69,43,108,4,24,1858,322287,233
11064,3/1/2022,hertford,37091,154250,26,89,8,0,0,2000,181345,45
11123,3/1/2022,haywood,37087,417400,97,86,92,4,28,1912,656873,228
11132,3/1/2022,stanly,37167,291950,65,18,92,0,16,1744,368151,148
11177,3/1/2022,bladen,37017,199999,16,90,8,0,0,1544,667650,36
11186,3/1/2022,alexander,37003,311450,18,33,16,0,8,2128,368511,39
11199,3/1/2022,onslow,37133,269900,237,35,620,40,40,1656,409045,1477
11209,3/1/2022,anson,37007,177500,19,46,16,0,8,1627,283123,34
